District,Disease,Year,No_of_Cases,Quarter
District_525,Dengue,2020,79,3
District_525,Yellow fever,2020,18,3
District_525,Malaria,2020,93,3
District_526,Chikungunya,2020,50,0
District_526,Dengue,2020,41,0
District_526,Yellow fever,2020,41,0
District_526,Malaria,2020,94,0
District_526,Chikungunya,2020,48,1
District_526,Dengue,2020,12,1
District_526,Yellow fever,2020,84,1
District_526,Malaria,2020,27,1
District_526,Chikungunya,2020,47,2
District_526,Dengue,2020,49,2
District_526,Yellow fever,2020,62,2
District_526,Malaria,2020,93,2
District_526,Chikungunya,2020,44,3
District_526,Dengue,2020,2,3
District_526,Yellow fever,2020,82,3
District_526,Malaria,2020,89,3
District_527,Chikungunya,2020,0,0
District_527,Dengue,2020,37,0
District_527,Yellow fever,2020,28,0
District_527,Malaria,2020,59,0
District_527,Chikungunya,2020,97,1
District_527,Dengue,2020,35,1
District_527,Yellow fever,2020,5,1
District_527,Malaria,2020,76,1
District_527,Chikungunya,2020,87,2
District_527,Dengue,2020,77,2
District_527,Yellow fever,2020,98,2
District_527,Malaria,2020,76,2
District_527,Chikungunya,2020,93,3
District_527,Dengue,2020,72,3
District_527,Yellow fever,2020,6,3
District_527,Malaria,2020,93,3
District_528,Chikungunya,2020,2,0
District_528,Dengue,2020,96,0
District_528,Yellow fever,2020,90,0
District_528,Malaria,2020,17,0
District_528,Chikungunya,2020,46,1
District_528,Dengue,2020,23,1
District_528,Yellow fever,2020,74,1
District_528,Malaria,2020,92,1
District_528,Chikungunya,2020,93,2
District_528,Dengue,2020,97,2
District_528,Yellow fever,2020,94,2
District_528,Malaria,2020,48,2
District_528,Chikungunya,2020,23,3
District_528,Dengue,2020,62,3
District_528,Yellow fever,2020,82,3
District_528,Malaria,2020,95,3
District_529,Chikungunya,2020,30,0
District_529,Dengue,2020,77,0
District_529,Yellow fever,2020,71,0
District_529,Malaria,2020,80,0
District_529,Chikungunya,2020,57,1
District_529,Dengue,2020,87,1
District_529,Yellow fever,2020,74,1
District_529,Malaria,2020,85,1
District_529,Chikungunya,2020,32,2
District_529,Dengue,2020,15,2
District_529,Yellow fever,2020,72,2
District_529,Malaria,2020,1,2
District_529,Chikungunya,2020,54,3
District_529,Dengue,2020,41,3
District_529,Yellow fever,2020,59,3
District_529,Malaria,2020,46,3
District_530,Chikungunya,2020,37,0
District_530,Dengue,2020,12,0
District_530,Yellow fever,2020,57,0
District_530,Malaria,2020,78,0
District_530,Chikungunya,2020,69,1
District_530,Dengue,2020,29,1
District_530,Yellow fever,2020,69,1
District_530,Malaria,2020,48,1
District_530,Chikungunya,2020,84,2
District_530,Dengue,2020,53,2
District_530,Yellow fever,2020,99,2
District_530,Malaria,2020,21,2
District_530,Chikungunya,2020,58,3
District_530,Dengue,2020,25,3
District_530,Yellow fever,2020,12,3
District_530,Malaria,2020,25,3
District_531,Chikungunya,2020,75,0
District_531,Dengue,2020,80,0
District_531,Yellow fever,2020,62,0
District_531,Malaria,2020,36,0
District_531,Chikungunya,2020,39,1
District_531,Dengue,2020,49,1
District_531,Yellow fever,2020,99,1
District_531,Malaria,2020,8,1
District_531,Chikungunya,2020,17,2
District_531,Dengue,2020,19,2
District_531,Yellow fever,2020,0,2
District_531,Malaria,2020,63,2
District_531,Chikungunya,2020,80,3
District_531,Dengue,2020,1,3
District_531,Yellow fever,2020,14,3
District_531,Malaria,2020,13,3
District_532,Chikungunya,2020,91,0
District_532,Dengue,2020,14,0
District_532,Yellow fever,2020,51,0
District_532,Malaria,2020,15,0
District_532,Chikungunya,2020,35,1
District_532,Dengue,2020,97,1
District_532,Yellow fever,2020,39,1
District_532,Malaria,2020,87,1
District_532,Chikungunya,2020,90,2
District_532,Dengue,2020,23,2
District_532,Yellow fever,2020,14,2
District_532,Malaria,2020,55,2
District_532,Chikungunya,2020,73,3
District_532,Dengue,2020,45,3
District_532,Yellow fever,2020,79,3
District_532,Malaria,2020,74,3
District_533,Chikungunya,2020,60,0
District_533,Dengue,2020,10,0
District_533,Yellow fever,2020,19,0
District_533,Malaria,2020,19,0
District_533,Chikungunya,2020,4,1
District_533,Dengue,2020,85,1
District_533,Yellow fever,2020,95,1
District_533,Malaria,2020,40,1
District_533,Chikungunya,2020,3,2
District_533,Dengue,2020,20,2
District_533,Yellow fever,2020,99,2
District_533,Malaria,2020,67,2
District_533,Chikungunya,2020,17,3
District_533,Dengue,2020,94,3
District_533,Yellow fever,2020,71,3
District_533,Malaria,2020,53,3
District_534,Chikungunya,2020,2,0
District_534,Dengue,2020,33,0
District_534,Yellow fever,2020,58,0
District_534,Malaria,2020,55,0
District_534,Chikungunya,2020,97,1
District_534,Dengue,2020,35,1
District_534,Yellow fever,2020,7,1
District_534,Malaria,2020,69,1
District_534,Chikungunya,2020,7,2
District_534,Dengue,2020,70,2
District_534,Yellow fever,2020,68,2
District_534,Malaria,2020,71,2
District_534,Chikungunya,2020,0,3
District_534,Dengue,2020,46,3
District_534,Yellow fever,2020,24,3
District_534,Malaria,2020,32,3
District_535,Chikungunya,2020,59,0
District_535,Dengue,2020,85,0
District_535,Yellow fever,2020,71,0
District_535,Malaria,2020,80,0
District_535,Chikungunya,2020,34,1
District_535,Dengue,2020,52,1
District_535,Yellow fever,2020,27,1
District_535,Malaria,2020,9,1
District_535,Chikungunya,2020,14,2
District_535,Dengue,2020,10,2
District_535,Yellow fever,2020,48,2
District_535,Malaria,2020,8,2
District_535,Chikungunya,2020,98,3
District_535,Dengue,2020,38,3
District_535,Yellow fever,2020,79,3
District_535,Malaria,2020,70,3
District_536,Chikungunya,2020,93,0
District_536,Dengue,2020,26,0
District_536,Yellow fever,2020,21,0
District_536,Malaria,2020,86,0
District_536,Chikungunya,2020,78,1
District_536,Dengue,2020,49,1
District_536,Yellow fever,2020,28,1
District_536,Malaria,2020,68,1
District_536,Chikungunya,2020,1,2
District_536,Dengue,2020,11,2
District_536,Yellow fever,2020,22,2
District_536,Malaria,2020,8,2
District_536,Chikungunya,2020,65,3
District_536,Dengue,2020,3,3
District_536,Yellow fever,2020,18,3
District_536,Malaria,2020,8,3
District_537,Chikungunya,2020,96,0
District_537,Dengue,2020,71,0
District_537,Yellow fever,2020,32,0
District_537,Malaria,2020,24,0
District_537,Chikungunya,2020,37,1
District_537,Dengue,2020,72,1
District_537,Yellow fever,2020,73,1
District_537,Malaria,2020,57,1
District_537,Chikungunya,2020,66,2
District_537,Dengue,2020,42,2
District_537,Yellow fever,2020,21,2
District_537,Malaria,2020,67,2
District_537,Chikungunya,2020,12,3
District_537,Dengue,2020,2,3
District_537,Yellow fever,2020,1,3
District_537,Malaria,2020,41,3
District_538,Chikungunya,2020,44,0
District_538,Dengue,2020,38,0
District_538,Yellow fever,2020,89,0
District_538,Malaria,2020,18,0
District_538,Chikungunya,2020,85,1
District_538,Dengue,2020,82,1
District_538,Yellow fever,2020,28,1
District_538,Malaria,2020,45,1
District_538,Chikungunya,2020,17,2
District_538,Dengue,2020,56,2
District_538,Yellow fever,2020,70,2
District_538,Malaria,2020,17,2
District_538,Chikungunya,2020,22,3
District_538,Dengue,2020,64,3
District_538,Yellow fever,2020,68,3
District_538,Malaria,2020,97,3
District_539,Chikungunya,2020,39,0
District_539,Dengue,2020,18,0
District_539,Yellow fever,2020,51,0
District_539,Malaria,2020,7,0
District_539,Chikungunya,2020,98,1
District_539,Dengue,2020,35,1
District_539,Yellow fever,2020,18,1
District_539,Malaria,2020,36,1
District_539,Chikungunya,2020,14,2
District_539,Dengue,2020,91,2
District_539,Yellow fever,2020,77,2
District_539,Malaria,2020,57,2
District_539,Chikungunya,2020,51,3
District_539,Dengue,2020,28,3
District_539,Yellow fever,2020,27,3
District_539,Malaria,2020,43,3
District_540,Chikungunya,2020,95,0
District_540,Dengue,2020,26,0
District_540,Yellow fever,2020,13,0
District_540,Malaria,2020,27,0
District_540,Chikungunya,2020,85,1
District_540,Dengue,2020,39,1
District_540,Yellow fever,2020,72,1
District_540,Malaria,2020,37,1
District_540,Chikungunya,2020,63,2
District_540,Dengue,2020,8,2
District_540,Yellow fever,2020,24,2
District_540,Malaria,2020,29,2
District_540,Chikungunya,2020,72,3
District_540,Dengue,2020,23,3
District_540,Yellow fever,2020,54,3
District_540,Malaria,2020,50,3
District_541,Chikungunya,2020,90,0
District_541,Dengue,2020,68,0
District_541,Yellow fever,2020,37,0
District_541,Malaria,2020,14,0
District_541,Chikungunya,2020,59,1
District_541,Dengue,2020,51,1
District_541,Yellow fever,2020,78,1
District_541,Malaria,2020,67,1
District_541,Chikungunya,2020,76,2
District_541,Dengue,2020,2,2
District_541,Yellow fever,2020,0,2
District_541,Malaria,2020,66,2
District_541,Chikungunya,2020,47,3
District_541,Dengue,2020,38,3
District_541,Yellow fever,2020,13,3
District_541,Malaria,2020,18,3
District_542,Chikungunya,2020,67,0
District_542,Dengue,2020,33,0
District_542,Yellow fever,2020,30,0
District_542,Malaria,2020,76,0
District_542,Chikungunya,2020,38,1
District_542,Dengue,2020,66,1
District_542,Yellow fever,2020,0,1
District_542,Malaria,2020,81,1
District_542,Chikungunya,2020,76,2
District_542,Dengue,2020,45,2
District_542,Yellow fever,2020,83,2
District_542,Malaria,2020,77,2
District_542,Chikungunya,2020,1,3
District_542,Dengue,2020,72,3
District_542,Yellow fever,2020,10,3
District_542,Malaria,2020,6,3
District_543,Chikungunya,2020,15,0
District_543,Dengue,2020,46,0
District_543,Yellow fever,2020,80,0
District_543,Malaria,2020,50,0
District_543,Chikungunya,2020,6,1
District_543,Dengue,2020,0,1
District_543,Yellow fever,2020,5,1
District_543,Malaria,2020,9,1
District_543,Chikungunya,2020,7,2
District_543,Dengue,2020,39,2
District_543,Yellow fever,2020,4,2
District_543,Malaria,2020,74,2
District_543,Chikungunya,2020,71,3
District_543,Dengue,2020,59,3
District_543,Yellow fever,2020,11,3
District_543,Malaria,2020,93,3
District_544,Chikungunya,2020,93,0
District_544,Dengue,2020,35,0
District_544,Yellow fever,2020,64,0
District_544,Malaria,2020,74,0
District_544,Chikungunya,2020,61,1
District_544,Dengue,2020,12,1
District_544,Yellow fever,2020,27,1
District_544,Malaria,2020,60,1
District_544,Chikungunya,2020,86,2
District_544,Dengue,2020,53,2
District_544,Yellow fever,2020,66,2
District_544,Malaria,2020,94,2
District_544,Chikungunya,2020,11,3
District_544,Dengue,2020,98,3
District_544,Yellow fever,2020,0,3
District_544,Malaria,2020,95,3
District_545,Chikungunya,2020,90,0
District_545,Dengue,2020,21,0
District_545,Yellow fever,2020,10,0
District_545,Malaria,2020,75,0
District_545,Chikungunya,2020,3,1
District_545,Dengue,2020,81,1
District_545,Yellow fever,2020,14,1
District_545,Malaria,2020,1,1
District_545,Chikungunya,2020,4,2
District_545,Dengue,2020,96,2
District_545,Yellow fever,2020,26,2
District_545,Malaria,2020,1,2
District_545,Chikungunya,2020,83,3
District_545,Dengue,2020,17,3
District_545,Yellow fever,2020,14,3
District_545,Malaria,2020,4,3
District_546,Chikungunya,2020,68,0
District_546,Dengue,2020,93,0
District_546,Yellow fever,2020,98,0
District_546,Malaria,2020,63,0
District_546,Chikungunya,2020,12,1
District_546,Dengue,2020,46,1
District_546,Yellow fever,2020,23,1
District_546,Malaria,2020,72,1
District_546,Chikungunya,2020,99,2
District_546,Dengue,2020,74,2
District_546,Yellow fever,2020,78,2
District_546,Malaria,2020,88,2
District_546,Chikungunya,2020,40,3
District_546,Dengue,2020,41,3
District_546,Yellow fever,2020,67,3
District_546,Malaria,2020,98,3
District_547,Chikungunya,2020,72,0
District_547,Dengue,2020,99,0
District_547,Yellow fever,2020,44,0
District_547,Malaria,2020,65,0
District_547,Chikungunya,2020,49,1
District_547,Dengue,2020,82,1
District_547,Yellow fever,2020,75,1
District_547,Malaria,2020,20,1
District_547,Chikungunya,2020,8,2
District_547,Dengue,2020,60,2
District_547,Yellow fever,2020,86,2
District_547,Malaria,2020,21,2
District_547,Chikungunya,2020,93,3
District_547,Dengue,2020,83,3
District_547,Yellow fever,2020,66,3
District_547,Malaria,2020,17,3
District_548,Chikungunya,2020,74,0
District_548,Dengue,2020,96,0
District_548,Yellow fever,2020,12,0
District_548,Malaria,2020,9,0
District_548,Chikungunya,2020,72,1
District_548,Dengue,2020,92,1
District_548,Yellow fever,2020,73,1
District_548,Malaria,2020,5,1
District_548,Chikungunya,2020,95,2
District_548,Dengue,2020,22,2
District_548,Yellow fever,2020,68,2
District_548,Malaria,2020,70,2
District_548,Chikungunya,2020,67,3
District_548,Dengue,2020,34,3
District_548,Yellow fever,2020,89,3
District_548,Malaria,2020,15,3
District_549,Chikungunya,2020,10,0
District_549,Dengue,2020,11,0
District_549,Yellow fever,2020,93,0
District_549,Malaria,2020,52,0
District_549,Chikungunya,2020,98,1
District_549,Dengue,2020,33,1
District_549,Yellow fever,2020,27,1
District_549,Malaria,2020,43,1
District_549,Chikungunya,2020,31,2
District_549,Dengue,2020,51,2
District_549,Yellow fever,2020,84,2
District_549,Malaria,2020,77,2
District_549,Chikungunya,2020,39,3
District_549,Dengue,2020,28,3
District_549,Yellow fever,2020,13,3
District_549,Malaria,2020,98,3
District_550,Chikungunya,2020,23,0
District_550,Dengue,2020,36,0
District_550,Yellow fever,2020,54,0
District_550,Malaria,2020,99,0
District_550,Chikungunya,2020,35,1
District_550,Dengue,2020,93,1
District_550,Yellow fever,2020,74,1
District_550,Malaria,2020,29,1
District_550,Chikungunya,2020,87,2
District_550,Dengue,2020,60,2
District_550,Yellow fever,2020,75,2
District_550,Malaria,2020,75,2
District_550,Chikungunya,2020,61,3
District_550,Dengue,2020,65,3
District_550,Yellow fever,2020,67,3
District_550,Malaria,2020,66,3
District_551,Chikungunya,2020,89,0
District_551,Dengue,2020,97,0
District_551,Yellow fever,2020,84,0
District_551,Malaria,2020,43,0
District_551,Chikungunya,2020,77,1
District_551,Dengue,2020,93,1
District_551,Yellow fever,2020,70,1
District_551,Malaria,2020,30,1
District_551,Chikungunya,2020,15,2
District_551,Dengue,2020,3,2
District_551,Yellow fever,2020,74,2
District_551,Malaria,2020,57,2
District_551,Chikungunya,2020,72,3
District_551,Dengue,2020,18,3
District_551,Yellow fever,2020,98,3
District_551,Malaria,2020,98,3
District_552,Chikungunya,2020,84,0
District_552,Dengue,2020,50,0
District_552,Yellow fever,2020,74,0
District_552,Malaria,2020,27,0
District_552,Chikungunya,2020,15,1
District_552,Dengue,2020,50,1
District_552,Yellow fever,2020,52,1
District_552,Malaria,2020,31,1
District_552,Chikungunya,2020,89,2
District_552,Dengue,2020,11,2
District_552,Yellow fever,2020,13,2
District_552,Malaria,2020,9,2
District_552,Chikungunya,2020,1,3
District_552,Dengue,2020,51,3
District_552,Yellow fever,2020,79,3
District_552,Malaria,2020,85,3
District_553,Chikungunya,2020,1,0
District_553,Dengue,2020,5,0
District_553,Yellow fever,2020,63,0
District_553,Malaria,2020,20,0
District_553,Chikungunya,2020,26,1
District_553,Dengue,2020,25,1
District_553,Yellow fever,2020,86,1
District_553,Malaria,2020,77,1
District_553,Chikungunya,2020,55,2
District_553,Dengue,2020,83,2
District_553,Yellow fever,2020,26,2
District_553,Malaria,2020,98,2
District_553,Chikungunya,2020,49,3
District_553,Dengue,2020,2,3
District_553,Yellow fever,2020,86,3
District_553,Malaria,2020,62,3
District_554,Chikungunya,2020,56,0
District_554,Dengue,2020,78,0
District_554,Yellow fever,2020,71,0
District_554,Malaria,2020,10,0
District_554,Chikungunya,2020,15,1
District_554,Dengue,2020,25,1
District_554,Yellow fever,2020,80,1
District_554,Malaria,2020,96,1
District_554,Chikungunya,2020,62,2
District_554,Dengue,2020,86,2
District_554,Yellow fever,2020,10,2
District_554,Malaria,2020,63,2
District_554,Chikungunya,2020,19,3
District_554,Dengue,2020,44,3
District_554,Yellow fever,2020,52,3
District_554,Malaria,2020,57,3
District_555,Chikungunya,2020,40,0
District_555,Dengue,2020,16,0
District_555,Yellow fever,2020,37,0
District_555,Malaria,2020,20,0
District_555,Chikungunya,2020,81,1
District_555,Dengue,2020,2,1
District_555,Yellow fever,2020,29,1
District_555,Malaria,2020,36,1
District_555,Chikungunya,2020,23,2
District_555,Dengue,2020,9,2
District_555,Yellow fever,2020,80,2
District_555,Malaria,2020,22,2
District_555,Chikungunya,2020,52,3
District_555,Dengue,2020,19,3
District_555,Yellow fever,2020,78,3
District_555,Malaria,2020,23,3
District_556,Chikungunya,2020,36,0
District_556,Dengue,2020,37,0
District_556,Yellow fever,2020,62,0
District_556,Malaria,2020,56,0
District_556,Chikungunya,2020,8,1
District_556,Dengue,2020,66,1
District_556,Yellow fever,2020,13,1
District_556,Malaria,2020,18,1
District_556,Chikungunya,2020,51,2
District_556,Dengue,2020,63,2
District_556,Yellow fever,2020,14,2
District_556,Malaria,2020,0,2
District_556,Chikungunya,2020,56,3
District_556,Dengue,2020,99,3
District_556,Yellow fever,2020,67,3
District_556,Malaria,2020,97,3
District_557,Chikungunya,2020,64,0
District_557,Dengue,2020,18,0
District_557,Yellow fever,2020,33,0
District_557,Malaria,2020,22,0
District_557,Chikungunya,2020,78,1
District_557,Dengue,2020,66,1
District_557,Yellow fever,2020,42,1
District_557,Malaria,2020,58,1
District_557,Chikungunya,2020,79,2
District_557,Dengue,2020,59,2
District_557,Yellow fever,2020,53,2
District_557,Malaria,2020,35,2
District_557,Chikungunya,2020,38,3
District_557,Dengue,2020,39,3
District_557,Yellow fever,2020,14,3
District_557,Malaria,2020,48,3
District_558,Chikungunya,2020,91,0
District_558,Dengue,2020,66,0
District_558,Yellow fever,2020,76,0
District_558,Malaria,2020,3,0
District_558,Chikungunya,2020,31,1
District_558,Dengue,2020,72,1
District_558,Yellow fever,2020,66,1
District_558,Malaria,2020,32,1
District_558,Chikungunya,2020,50,2
District_558,Dengue,2020,24,2
District_558,Yellow fever,2020,11,2
District_558,Malaria,2020,5,2
District_558,Chikungunya,2020,36,3
District_558,Dengue,2020,14,3
District_558,Yellow fever,2020,95,3
District_558,Malaria,2020,98,3
District_559,Chikungunya,2020,80,0
District_559,Dengue,2020,63,0
District_559,Yellow fever,2020,0,0
District_559,Malaria,2020,60,0
District_559,Chikungunya,2020,46,1
District_559,Dengue,2020,5,1
District_559,Yellow fever,2020,73,1
District_559,Malaria,2020,55,1
District_559,Chikungunya,2020,46,2
District_559,Dengue,2020,20,2
District_559,Yellow fever,2020,27,2
District_559,Malaria,2020,75,2
District_559,Chikungunya,2020,82,3
District_559,Dengue,2020,34,3
District_559,Yellow fever,2020,21,3
District_559,Malaria,2020,63,3
